,tweet,emotion label
620,hate good people hate lord,0
621,people literally bully people even abuse others gossip year long hurt people intentionally commit sort sin bash others little fun friend act saint done hypocrisy,2
622,love journalism,2
623,nothing others love matter bad,0
624,hard man love see try forcella,2
625,❝sooooo❞ red head laugh dark haired male continuing tickle assault despite attempt shove away ❝its still fun❞ smirk fun though different kind type used,2
626,hate ppl try argue like seriously muslim hungry month,0
627,“love twoway street constantly construction” — carroll bryant,2
628,lol id love,2
629,gwyneth paltrows ski crash caused victim lose love life court told ents amp art news gwyneth paltrows accuser pretty much lost love life actress allegedly crashed back skiing hit,2
630,hearing grace sing along amy winehouse room cook stir fry love it’s sick,2
631,soty instrumental ishq wala love rohan’s brother’s wedding absolute ethereal,2
632,fun see dad cringe repeat tweet veterinarian year wiser anatomy average person,2
633,buddy lost made monstrosity profile picture wit isnt needed look like,0
634,love sam couldn’t said better word came head ❤️❤️🧘‍♂️🔥🔥🫡😛😘 alllegsnotorso back soon enough,2
635,fun challenging one make definitely learned ton process making,2
636,“love fire whether going warm hearth burn house never tell” — joan crawford,2
637,totally l love energy shem😂,2
638,liked mm better love mm gt valuation drop late effectively wiped value stake held earlier investor benchmark chose contribute money play stupid valuation win stupid prize,2
639,ever since nerf nobody play fine bust fun hell,0
640,long producer make good use two vocalist group there’s nothing worry coz they’re rare gem,2
641,“i love that”,2
642,i’m ready get decked marchmadness i’d love snag wffswagbag 🏀 magicwishsweepstakes,2
643,thinking deeply writing fem taekook hmmm girl love interesting,2
644,god allow person love choose someone else come back yr later ‘choose’ 🙏🏾 god please want love love work 🙏🏾,2
645,update jujitsu don’t know anything fan favorite part getting closed guard sprawling amp trying arm triangle 🤷🏽‍♀️ amp i’ll def sore tomorrow amp knee bruised fun nonetheless,2
646,gm gm grind doesn’t stop even sleep it’s fun learning new skill get better time,2
647,lm boo specifically need squeeze belly every time fill food bowl otherwise she’ll sit purr that’s dimitri complete anxious tail whipping,1
648,amen hate’ll age faster terminal illness is…,0
649,dog named goose love,2
650,icl second year uni weird time moving fast even fun,2
651,love logprobs need,2
652,rlly “just fun” era life good,2
653,big fan snarky magazine article remind fun writing kind fiction,2
654,every time worry accidentally hurting someone’s feeling don’t fairy dust shooting every time speak look mention realize i’m monster actually,0
655,greatest threat success failure boredom,0
656,i’m really mixed saddened beautiful black woman make statement understand god know i’m filled hate day yes take notice animal video also take notice black men trying stop hope,2
657,raising son pursue christ continue family legacy etc important amp fulfilling imagine best part son falling love husband mini version god bless child amp husband proud,2
658,boi whiskerswednesday fun,2
659,self love imp,2
660,caruncle,1
661,love men freaking smart also dumb sam foolish,2
662,dont worry take time always make peak 💙,1
663,tag dont worry sara mulet escalas endisnear eccedona superbrecht drogotest constitucionespañola artist artista spain españa humanrights derechoshumanos contralatrata,1
664,like art writing ummmmmmmmmm running fun actually like running,2
665,youtube twitter crossover love ❤️,2
666,purple hyacinth love fearsome assassin city partner smile half heartedly thank partner,2
667,damn still love yes moment need corrected look like much fun,2
668,cheebs letyourfriendsloveyou challenge,1
669,love look twice,2
670,hate continually report like generally everything excellent mobile app crash every single day watchlist… usually multiple time per day fixed,0
671,writeoutloud love writeoutloud 🩷,2
672,love bacon love smell bacon love taste bacon,2
673,omg love watching i’m shook see yay 😍,2
674,love shibaarmy,2
675,editing fun stressful time,2
676,rashford pulled england went holiday put united first love kid,2
677,mylove cupcake mini cakes😟,1
678,jordan got stop white targeted hunted right like animal usa hate crime minor adult thug alvin bragg chasing donald trump around stop listening soros amp money,0
679,overdue change love,2
680,i’m ready get decked marchmadness i’d love snag wffswagbag 🏀 magicwishsweepstakes,2
681,adult still watch cartoons❤❤i love ya,2
682,love lando greatest wish see great team carlos teammate girl dream,2
683,hate game 😐😂😂😂😂,0
684,take anger wife,1
685,hi venice hope fine always cute sexy happy day love fred ❤️💐🥰,2
686,🍼 since stomach got worse loosing abt pound day tuesday nearly thats fun watch,2
687,gotham blend standing god love show,2
688,got tagged earlier yeah love music ear 🎶👂🏼,2
689,reality dont know love ill leave,0
690,remember people love matter thing go well always matter what❤️,2
691,stripper love guy distance,2
692,sacrificed altar nostalgia youve tried turn cold enough never enough youll love undoes,2
693,love boy tech department default dragging hand along cubicle wall startle daze smile cheer,2
694,found stunning dress held close put glass looked eye,1
695,said couldnt love someone cause might break youre gonna die mistake,2
696,mentioned love owl,2
697,dont worry tom raven money,1
698,meeting i’m love shit😭🥰🥰🥰,2
699,maybe ill find love,2
700,second one got edge like fan love stage presence intoxicating riles crowd interview really bitch intimidating,2
701,human love peace please,2
702,look like really care day 😭😭💔 hate nigga 🤣,0
703,lordy attentionseeking narcissist love posting trumphating vitriolic comment twitter wouldnt surprise picture taken one many trip lolita express proud circulating social medium,2
704,big love big hug 🫂❤️🫂,2
705,thank god love ❤️❤️,2
706,well work tonight scare hr person morning need ask transfer business pretty much everyone shift know plan make logical sense mile commute every single day taken huge toll,2
707,damiann love cannot wait see janel scene 🥰,2
708,bob love guy tip great although want say let stay cooler heard friend,2
709,mean always food debate best bbq burger spot favorite already tried whataburger would love go crazy bbq hehe thats show see😅🤭😋,2
710,pls dont suffer thru tight septum ring bc cute pls pls pls love god,2
711,oh love leather day😘😍,2
712,also feeling exhausted going twt yesterday busy day wanted spread love want send enthusiasm lockwoodampco give much joy basically brought twt bc wanted read 💕,2
713,dont dont worry,0
714,love choreo,2
715,i’m ready get decked marchmadness i’d love snag wffswagbag 🏀 magicwishsweepstakes,2
716,received first ordinal love it🌹🌹🌹 thank much lovely rose whole team ❣️❣️❣️ thank also gt ordinalsnfts ordinal btc,2
717,☠️😉👑🧥🎒 memory dead love sorptlike 网袜 女高中生 露奶,0
718,love forever saul goodmen🥺🫶🏻,2
719,love focus ‘big ’ bc girl never get mentioned untouchable 💅🏼💅🏼💅🏼,2
720,titan come back day amp always hype af still hate connor luthor dumb direction go character,0
721,love public school😁😁😁😁,2
722,love guy y’all men worried don’t i’m curious address made x etc feel like it’s putting guy hierarchy instead equal make sense,2
723,mian g love u❤️🥰,2
724,love trending page feature search term cant even search gaming system ungovernable okay maybe govern lil baby smidgen,2
725,ft love,2
726,local crystal shop 😍 absolutely love,2
727,history tough gotta go mauer morneau team fun watch,2
728,😅 😂 whole thing go bro dont worry tomorrow list would change,1
729,hateful bigot power tell child born wrong pure hate,0
730,shiv wedding didnt look fun,2
731,love view new place👾,2
732,sl yes hate state,0
733,think even ppl put lot ppl still fall love get attached idea person ppl still fall idea ppl irl though let honest lol,2
734,theyre awesome portability remind slightly bigger actually like joycons arent detachable feel super sturdy price love mine used almost exclusively play pokemon violet plus gamecube purple one beautiful,2
735,hate people discriminate especially one knowledge maybe paid say thing,0
736,love see glad able help get sorted appreciate support pxg troop community delaney,2
737,nowplaying love power stemmons express keep faith internet radio,2
738,love thank sharing forloveofthegame⚾️,2
739,love novelas like,2
740,last gen clearly,1
741,love loser omg,2
742,natural keep seeing p beautiful person like game system lol making fun beautiful,2
743,love spoil much,2
744,love one actually realized drama happend pure b alr made agrrement person resolve like tryna start shit saying bruh let peace 💀,2
745,valid valid love zhang hao know,2
746,god love making 🫶🏾,2
747,breath dude question worry conducted research nowhere constitution say i’m allowed masturbate public library,1
748,smriti next time cup ur love smriti true inspiration younger girl 🌎🌎🤷🤷🤷🤷🤷🤷🤷🔥🔥🔥🔥🔥🔥🔥,2
749,giri love god,2
750,wont even classify bridgerton guilty pleasure bc feel guilt enjoying entertainment fine script sparkling dialog plot twist galore sumptuous set amp costuming amp astonishingly talented amp often incandescently hot actor whats love,2
751,love treat like princess,2
752,oh love smell fierté,2
753,irony trump supporting telling pedro go back mexican even though entire personality farright space peddling white nationalism grievance entirely hilarious ironic fuck love see,2
754,toff menandboys wow really hate woman huh,0
755,love 🥺💙 use hand picture avatar,2
756,taylor also version,1
757,yeah know demonized everyone questioned vaccine emotion anger fear never stood healthcare worker used logic emotion,1
758,would still love worm,2
759,love treat like princess,2
760,i’m yankee fan love cole shouldn’t head burnes,2
761,love cmy he’s gotta start landing big target,2
762,i’ve seeing people look fun 🤯🤯,2
763,point kill sacrificig inncent sin tapy percing sin ppl blame amp contining sin deminotic way blame father baba jesus mine made love broke others obtain tease virgina,0
764,love meeting theseive 模特 淫乱 强奸,2
765,republican openly made fun woman sport year ago one honest bone body,2
766,verhoeven thank simon looking forward stream tomorrow fun sure mean kid 🫶🏼,2
767,clearly gay gaze i’m actually kind 🤭 love they’re still making franchise unapologetically queer 💅🏼🏳️‍🌈,2
768,love treat like princess,2
769,hate ocd,0
770,hate sick throat hurt bad,0
771,okay eyebrow pierced gang 👀👀,1
772,politician worry thing actually matter let people make decision stop helicopter parent act,1
773,love man,2
774,received mine thanks😊,2
775,great see come together love see community engaged supported peer kudos,2
776,love treat like princess,2
777,🥈 year bullshit 💩 😒 cant undo 🥇i hate fact 😖 made love 💔 ⛓️ 🥀,0
778,love farah maulida,2
779,spend life loving chasing love,2
780,love much,2
781,gir fav duo love stream together 💗,2
782,hoping see love tl w bobby 🥹🥹🥰🥰 onfox,2
783,love ❤️,2
784,cheer spring break full laughter sunshine adventure stay safe fun gradbuffs ✌️🌴🌅,2
785,hapless disgrace nutmeg hate rf love title without title wont able line pocket pair parasite,0
786,love treat like princess,2
787,hate crime that’s white people ⛔️,0
788,people know would eat middle aged men choice gravy know one choosing 💀,1
789,i’ll honest didn’t think would love jacqui briggs way lmaoooo happened played shotgun mkx first main mk idk feel like could good character developed correctly,2
790,love treat like princess,2
791,get anxious news 😭😭😂,1
792,love nick amp jess new girl much started season idk gonna finish season netflix take though 😭,2
793,love axe,2
794,sad god happiness unconditional love 😢,2
795,play like hate herbert lol,2
796,love treat like princess,2
797,well make hate sir sir pick sir,0
798,today worry child texas heing able go achool without killed ar,0
799,nice love detail ship one dark matter,2
800,hope get break wall get membership heard involved want thing think learning process make member feel heard would love open fortuna dont need egm,2
801,really fun event 👇,2
802,mashallahgreat truly deserving love ur especially designed franck muller watch pakistan written chand tara,2
803,love treat like princess,2
804,love hate feeling actually hate first cant fully grasp love still,0
805,love treat like princess,2
806,png love people nowadays call every shitty thought intrusive one,2
807,would love see schiff swalwell pelosi antifa thug thrown jail,2
808,ignore hate message you🫂🫂,0
809,hate guy say “type shit” everything send tweet,0
810,za hate window like look go,0
811,love treat like princess,2
812,came across screaming start pretty typical story rich white family get cursed poor dude family get abused misogynistic evil family member fun watch also musical scenic moment omen,2
813,yes new empty island southern hemisphere,2
814,twitter fun hilarious website make joke humorous make people feel dont respect mean joke thing say dealt people serious basis want run congress th state,2
815,cannot wait lavender love andrea pelone visit pride club tomorrow thanks support 🏳️‍🌈💃👑👸,2
816,ku ark fan folk loved nolan richardson graduation rate atrocious inexcusable self impact explained thats even impressive kudos self ku kudos congrats mr garrett everyone else similar shoe,2
817,love treat like princess,2
818,💭isagi harem⚠️idol au⚠️darkampcreepyampyandere may wonder idol au dark creepy idol ngamprnampseamproampbc fan isg love fact idol cant love… everything yandere start point escape dont like,2
819,gvf love picture much,2
820,yes jonny ill say love song isnt,2
821,won’t bestie 🥺 💕 love,2
822,either dm messing landed truth dm rewarding either way ive much fun cant wait see wrong right,0
823,nice flight attendant gate deal lot entitled get nowhere one guy pay rude friend,2
824,west biking winter cycling glove full finger mtb road bike bicycle glove summer gel sport glove men woman bike equipment clickgtgt bike bicycle amazon aliexpress rt,1
825,hi hope youre well 💕 click link amp join live yt come say hi playing mixtape amp ranked tonight see 😱🪄✨️ dont forget sub 🫰❤️ fun thursday stream 🌈 live game,2
826,love this…,2
827,e that’s wild likely sir album limited print would’ve thought usher cd age without hype vinyl 🤷🏾‍♂️ i’m fo sho getting soon november love deluxe,2
828,hahaha love youre mind reader boring thing world wich writing said putting dog place thats may seem bit offensive thats happens put dog place,2
829,muln since…people messaging giving shit said thing said cautious dilution vote passed speaking purely experience right 🤷🏽‍♂️ i’m happy hate seeing people lose money life’s better win,0
830,i’m ready get decked marchmadness i’d love snag wffswagbag 🏀 magicwishsweepstakes,2
831,young bryce love former stanford rb,2
832,posting ur interaction circle hate crime,0
833,hate way look photo go bestie,0
834,love seeing,2
835,love civil important political debate lolol,2
836,funniest part america would like three different shooting,2
837,love ❤ jr sir many congratulation amp best wish always ❤ abefteam nitinabef,2
838,real estate combination bubble market setting near zirp “appreciation” due dollar value decline whole generation average middle class american priced affordable housing want worry cre gmafb,1
839,ok also thought good long story short would live oh god honestly going happy surprise song excited show day 😭😭😭😭,2
840,called back fixed everything 😭 natalia love wherever 💛,2
841,legend love much,2
842,love sm,2
843,requires leave behind love 😭😭😭😭😭😭😭😭😭😭,2
844,caught lungelo nkosi pouring love potion food would add,2
845,hand let go free love came back,2
846,gwyneth paltrows ski crash caused victim pretty much lose love life,2
847,treinando ao som de hercules love affair,2
848,yes you’re right maybe i’ll join much later rn iftar want rest thank sm love mwah ❤️,2
849,thank ask christ yesterday take life area give strength go need touch right i’m depression husband cheating falling love another person daughter death hard,2
850,watching watching people way fucking much misplaced anger power grape like obi one kanobi mind fuck wait til find,0
851,god love🙏🏼❤,2
852,surprise ❤️ best gift ramadan bigg thanks whole fandom 🙌🏻❤️🥺 already know ke masterpiece hi hoga please upload asap❤️,2
853,toss love stone,2
854,iona laugh smirk giving little glare yanking hair ❝your bitch nichols love anyways girl❞ snort laughing,2
855,going stick yt maybe grow streamer yt remember start alot fun edit recording uploading worry one people watch video,2
856,created neutral aggression,1
857,beautiful look like tyranid orchid mantis love,2
858,ramadama going celebrate canada violent hate crime like,0
859,shukriya brother ❤️,1
860,omg love horrified scar look,2
861,dont worry shinonon right gimme hand,2
862,love best time 🫶,2
863,🔥 huge nft giveaway 🔥 🎁 x funapes nft enter ️⃣ follow nft ÷ ️⃣ rt tag frens ️⃣ space 👇,2
864,okay awesome love rainbow trail you’re leaving😂 gm happy,2
865,would nod notion getting married id love could join 😊,2
866,u promote persona follow chick get play take everyone else twitter arguing endlessly berating black woman don’t want life sad bro hope find happiness someday,2
867,alph hate muchj,0
868,make sure know difference investment donation asking financial support ask invest plan giving shit back happiness always return investment nigga care 😂,0
869,oooohhh i’ll definitely try others mostly one shot love continuation fics inspiration strike thank much,2
870,much love discord lightly trolling week,2
871,ty stream ive never watched game turned rly fun korean tskr🫠 hope rest well good luck 사랑해🖤❗️ hexlivewire,2
872,also seems asexual theme well fairly rare like love story show isnt funny romantic ive seen girl kiss tongue made exciting,2
873,hate people ew,0
874,yoongi looked ease nothing world deserving rushed said weather good useless thingsonly heard realise weather really good todayi anxious able survey,2
875,love moment god interrupt thought reminds battle mine 😌🙌❤️,2
876,guy always eat🔥🔥,1
877,love stuff,2
878,oh poor horse love dog would dog capable running around control staffie full love year aware consequence attacked terrible owner,2
879,come help sweet bean reach partner come fun,2
880,blood spilt love may pure,2
881,damn nigga doin purse thing,0
882,since isnt currently broadcast moment part anime released year categoryso get announcement year wouldnt surprise,1
883,know love,2
884,ice spice really boy tho male friend love play car 🤣❤️,2
885,wow happy dont want money hard economy,2
886,love book fair,2
887,saw parent killed eye know living normal life happiness lying pretending forget happiness don’t want kind happiness difference dead,0
888,henry rollins ‘i wouldn’t go back stage band anything’ love henry,2
889,office hard work federal level protect new yorkers hate bigotry encourage nonprofit feel could target violence apply click information apply,0
890,two something thats would think ran away best friend jungkook got silent anger gone started think day broke didnt even look eye started,2
891,i’m ready get decked marchmadness i’d love snag wffswagbag 🏀 magicwishsweepstakes,2
892,hate bust like that’s getting rich work know,0
893,love act like normal gen z,2
894,omg thinking blaqueesq love,2
895,hate waiting… 🙄🔪,0
896,hate crime rise record level nonprofit community organization place worship increasingly become target violence intimidation nonprofit security grant program provides fund nonprofit invest security infrastructure,0
897,hope fun rock,2
898,i’m ready get decked marchmadness i’d love snag wffswagbag 🏀 magicwishsweepstakes,2
899,love cover,2
900,feel like operation cleaner it’s going sabotage happiness every time looked felt bad don’t feel bad,0
901,way love attract muslim girl v pretty sweet,2
902,instead “would love worm” it’s “would love pigeon” edition,2
903,honestly suck term libertarian got adopted conservative don’t know term mean sure love get government involved shit ain’t business,0
904,thought top flipper k mlb shoot even madden better system flip card snipe hate say yall dont even actually play k besides ah move game suit trynna lol,2
905,mandatory tweet every day manifesting pri ankis good health success happiness 🧿🤞 manifesting pri anki marry eo 🤞🫶🧿 endgame priyankachaharchoudhary priyankit ankitgupta,2
906,love beautifully sliced are🥹💛❤️,2
907,thread start prompt would love prompt sent way,2
908,mf keto diet love announce they’re keto,2
909,love golden boy,2
910,give bf school fee money make take play sporty bet love dat boyyy🥹😩,2
911,happy birthday sweetest caring girl world i’m proud everything achieved love much mina happy mina day 미나좋아하는맘숨기긴싫어 벚꽃과함께피어난미나의하루 alleyesonmina,2
912,apollo miracle said manufactured hate created nonsense attacking woman taking woman space cant accept doesnt mean anyone else,0
913,yanti yes strong person exists need much also need much love,2
914,kyungsooxchiwon know phase youre love,2
915,exactly could learned lot trump,1
916,someone love better,2
917,lol family tell love men make love bruh sex men woman natural thing gayism fucked system born choose,2
918,“love noun – verb feeling – caring sharing helping sacrificing” – william arthur ward,2
919,that’s like standing front house fire empty gasoline lighter you’re blaming owner house building 🤨🤯,0
920,han ahn😫😫😫 love picture change one😭❤️,2
921,love 😭😭😭😭😭😭😭😭😭😭😭😭 flygirl good,2
922,hate twitter fyp wtf cracker gentrification,0
923,i’m learning german duolingo it’s free fun effective,2
924,grandpa get around like year old 😩 imma bring charlotte would love sunday funday,2
925,thats engrained culture dont rap snitch getting stitch fun theyre damn proud live outside society ignore basic civilized norm theyre proud many get rich bragging beat,0
926,world love real,2
927,love shit,2
928,“love noun – verb feeling – caring sharing helping sacrificing” – william arthur ward,2
929,love extract standard back council wanted turn green space sheep market guardian owner green,2
930,ennoaka whatever happened love wish understood,2
931,thanks love natural light look unnatural,2
932,“love noun – verb feeling – caring sharing helping sacrificing” – william arthur ward,2
933,look fine skinny selfand see mean rhe youtube underground crew leadersfairs fair love war right case ytug brown nosing pick scenario,2
934,wore hijab morning purpose wow felt beautiful able connect love woman much💗💫,2
935,connection still trash gameplay isnt fun cuz sbmm literally ruin entire experience playing buddy last night go dont think handle lobby anymore proceeds leave game play,2
936,boymoondog amp love trey doug,2
937,“love noun – verb feeling – caring sharing helping sacrificing” – william arthur ward,2
938,jammy mi kxip 😭,1
939,gue akan rewatch fresh boat lagi,1
940,ok love bottle much tastefound second brand omg cant wait,2
941,taekookau taekook jungkook nervous tell making anxious really want back whisper made sad shouldnt even forgive take haenul away dont know hyungie,0
942,used worry disaster would occur free electricity fusion actually happened anyone beach house could eventually pull kg seawater splashing dock aiboosted biotech dont even need beach house,2
943,let’s pray love ramadhan ramadhannnnn🫰🏻,2
944,brain disease think need worry detrimental impact arising interbreeding generation 🎩🧐,1
945,ugghh starting bore wind doll got itlow rent snowflake fascist uhhuhwhat else please use thesaurus spout b least make interesting fun,2
946,canute hehe thank kathhh 🤍🤍🤍🤍,2
947,love much,2
948,guy love baseball fun,2
949,“love noun – verb feeling – caring sharing helping sacrificing” – william arthur ward,2
950,today feed full thing anger boundary judgement etc i’m triggered lot past resurfacing lesson learned still work progress yet time it’s like i’m standing outside looking able see perspective before🙏🏼,1
951,hahahaha omg made laugh got distracted game hate taking photo get one baby,0
952,lot people think cow drink milk doesnt surprise,1
953,accha betasab dhonge toh ambani adani hee hainbaaki sab toh doodh ka dhula hua hcci penalised google multiple time abuse dominance moral saint like going run holier thou mouth google eh oh wait wontcoz love,2
954,oml hate sm,0
955,false narrative youre soul corrupted cant match stop lopsided evil nowhere close prison system continuation evil love devil worry hell forever,0
956,“love noun – verb feeling – caring sharing helping sacrificing” – william arthur ward,2
957,tg finally coming feed love pic,2
958,student getting action fun game bag toss baer mall part one challenge bag made unlocks total even child childrens center got toss 💕⚜️ uknightsnc give,2
959,think world government hating ccp security threat enemy,1
960,love much,2
961,seven literally intelligent person galaxy — that’s basically canon ask harry kim titan incredibly unique powerful resource seven won’t let use advantage 🤦🏼‍♀️ let babygirl reunite first love science,1
962,whatever say love,2
963,“love noun – verb feeling – caring sharing helping sacrificing” – william arthur ward,2
964,would fun challenge 😆,2
965,love garks cute monster 💖🥹💞🤌,2
966,premise love hmm believe due god lack command benefit lead loving path avoiding pitfall building trust love add nothing christ cross receive,2
967,yo nomination high school smash league due tonight nominate love forever give virtual cooky retweet please,2
968,exactly love thinking person check pinned tweet explains whats happening people gaslit oblivion creating conflict nowhere,2
969,hah love,2
970,something dont love carboncredits point feel like incentivizes wrong behavior manufacturing industry subsidizing footprint help preserve environment let …,2
971,least look like fun garbage,2
972,laghari money support finance change quickly majority would hate take longer undo,0
973,love first sight look like 🥰 son meeting paco first time 💕🐶 nationalpuppyday throwbackthursday 📸,2
974,making decision definitely capable serving senate anyone u doctor cleared worry doctor capable making medical decision pa resident fooled charge,1
975,lebron hate crazy,0
976,please win league don’t lot fan going hate life,2
977,love gf would never cheat hoe compare shes high value woman high value luvrgirl purpose,2
978,even night grful blew kinda knew happening tonight anyone rob going surprise,1
979,maygodblessallsouls hopepeace grace really don’t want everything coming especially knocking midnight wu want wrong right sorry,0
980,oh god dreading going irl again…like it’s always awkward make sad anxious like outsider like ik it’s issue deal well,2
981,love people don’t know communicate make email conversation longer 🤩,2
982,love whenever pop one funniest strangest thing ive ever seenheard blinkin brilliant,2
983,like hate consistent,0
984,shelfyoga bri historienne oh goodness 😍so much cuteness happy happy birthday sweet cappy lollipop turned yesterday well 😍😍😍😍thank love kindness sweet friend 🥰❤️,2
985,honestly would love see,2
986,fajita taco chicken taco love unfortunately,2
987,agreeeed ugh love rain done cold soggy 😵‍💫,2
988,actually hate gate vykas hell it’s actually miserable pop hype bard bar bos donut jumping air pattern velga really showed disgustingly easy gunslinger play hell content comparison got buffed,0
989,love eet,2
990,should’ve tripped basketball iq 🤷🏻‍♂️,1
991,yep better actor de niro brando pacino dicaprio gyllenhaal damon pitt mikkelsen day lewis denzel love tom cruise magnolia rain man come,2
992,fucking serious could hate tweet misinterpreted,0
993,case anyone going assume first sentence mean hate film i’ll let know give film,0
994,chm always better fun 🥰,2
995,tell men make fun women’s look don’t date seem think it’s kind competition beauty contest it’s actually two adult minding business vibing,2
996,love charizard,2
997,lovehate relationship tattoo pain true discipline sit thru hour discomfort beautiful outcome,2
998,love jose never get easier see youre telling couldnt put gonzalez game winner highlight reel thats absolute joke,2
999,child don’t remember throwing thing teacher disrespecting fun,2
1000,spann love tweet,2
1001,soooooooo staged love hang strip mall hood 😂😭,2
1002,finished fast amp furious franchise rewatch wonderful assignment ranking favorite least favorite love film like beloved still beloved much,2
1003,raleigh love,2
1004,y’all realize it’s goat skull right people color alt yk stop reserving alt culture white ppl labeling poc specifically black people alt “satanic” it’s jus style love,1
1005,thornycroft also fun far honestly wild,2
1006,video norfolk southern train derails norfolk southern freight train derailed massachusetts thursday afternoon – least third incident company since february’s toxic derailment east palestine ohio,1
1007,one mom strongest woman i’ve ever known i’d completely lost without love ❤️❤️ brotherbear,2
1008,love shoe man amp i’ve slacking buying them…,2
1009,girl pink fave happy everyone fun way glad moment too👏🏽🙂,2
1010,oh nvm marrying kofi suporters always super pleasant surprise seeing money paypal,2
1011,best lm ever world cup surprise,2
1012,sad god happiness unconditional love 😢,2
1013,love see 🥹🔥,2
1014,super lace girl love best hair quality hand ill let yall continue sleep yall wake price willl noir bestselling wigvendor,2
1015,i’m full love today got paid way thought got fortune cookie fortune let’s say today gonna great day filled love abundance ❣️,2
1016,let go youre going love amp coach,2
1017,thank friend really cant understand sadly unlike rev jesse lee peterson behaves similar way funny act critical black people black love people shes crazy sick,2
1018,child couldnt access school could suddenly learn online bittersweet take pandemic make world accessible stuck home prior covid also unaccessible folk breathed relief,1
1019,happy birthday special silly hope amazing day love much best raspberry strawberry sbodbeodid,2
1020,love movie,2
1021,rainbow kitten surprise fever pitch,1
1022,gb get one love want three,2
1023,love video sam great content together looking forward next one😉,2
1024,leaked email show gop lawmaker antitrans activist discus holy war advocate evidence coordinated hate campaign,0
1025,it’s love damn 🤣🤣🤣,2
1026,oflove i’m sending hug back 🤗🤗🤗 peaceful night lovely friend,2
1027,like love roblox username andreinicolas,2
1028,love it😍,2
1029,chaser chud cannibalistic humanoid underground dweller cheesey movie fun,2
1030,also love found footage movie,2
1031,older get hate people sorry 😔✌🏻,0
1032,misinterpret anger christianity anger god christianity exist angry it…god doesn’t can’t,1
1033,god love,2
1034,i’m ready get decked marchmadness i’d love snag wffswagbag 🏀 magicwishsweepstakes,2
1035,i’m overwhelmed chemistry precalc 🤦🏽‍♀️🤦🏽‍♀️,1
1036,love design especially hoof,2
1037,depressed would lie bed day thinking would make breakfast lunch dinner often pm actually summoned motivation get bed cant remember actually eat got,1
1038,love scar heart ain’t never shit,2
1039,love comment 😊👍,2
1040,♡ scan love live day vol,2
1041,oh god sorry sending love 🫶,2
1042,girl back vengeance love ❤️,2
1043,let’s meet city park abuja weekend let’s go hiking it’ll fun,2
1044,id rather blaring music three instead live stupid bambi think snowshoeing fun,0
1045,nothing others love matter bad,0
1046,oh i’m love 😭😍❤️,2
1047,wait actually cool love put extra effort,2
1048,yeah best news page getting argument comment lmao,2
1049,woman oiled scratched scalp last nightthis morning 🥺 oh oh oh… feel love presence ☺️☺️☺️,2
1050,lord mercy soul lol,2
1051,love rashi ben quotes😍 always loved smartness😎,2
1052,also thank receive starbucks money shortly,2
1053,absolutely love,2
1054,amazes hate drive people others personal satisfaction pleased hear they’re going trump rare occasion,0
1055,mom got mad thistf cute love cat w,2
1056,love hair look great😍😍😍🥹🤤 mariskahargitay oliviabenson svu svu,2
1057,idki love ho smart mouth 😂 amp maybe it’s ima always say wtf wana say,2
1058,love fixdehya,2
1059,face turning red dont go ahead fun stupid people,0
1060,love bro 😁♥️,2
1061,hate newsmax that’s direct tv,0
1062,love herrrrr,2
1063,“you know always worry” like ☹️🫶🏻,2
1064,ya trump incites violence country doesn’t need hate,0
1065,extremely unprofessional amp also made fun veneer taylor dont like give ick vibe unprofessionalism something need done though swifties lead witch hunt trust hate ive fought fatphobic ppl,0
1066,simple answer fun,2
1067,bunch troll know hate comment get like,0
1068,thats strategy prevalent among people carrying water specific side pretend neutral frame way people think well maybe people right side instead say educated reader go thatsfactually incorrect,1
1069,love honey ♥️💋,2
1070,nebraskan support rest session burnt ground hate consequence,0
1071,living la one direction prime crazy… also love harry 🐶 way there’s way there’s still liiill left luckily i’m trainer,2
1072,matsu love life,2
1073,worry much tyler he’s coming save secondary patient,2
1074,hate yoy,0
1075,whatcha got buddy hold love,2
1076,thats great hear already list fran read said would book know going love cant wait might read soon arrives,2
1077,whats happening guy amp,1
1078,deserve happiness 💕,1
1079,note hold well close afterhours fun,2
1080,pretty great casual card pretty good fun use wont make starting xi though happy fodder though give ability afford pretty substantial sbc,2
1081,love trump sign trailer rundown home sign starting look rundown,2
1082,herbert give location come 🙃😁😁,1
1083,i’m really nice af love thing people took agent dinner last night stayed late come office already didn’t go back morning,2
1084,sleeping apprentice kira amidala absolutely love walking upon crazy pose girl,2
1085,hate hear 🙏🙏🙏,0
1086,still vividly remember hype would get every time saw commercial tv kid gosh love kh,2
1087,promise dont hate xiao anymore,0
1088,course russia hate brexit 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,0
1089,hate tipping employee make hour tipping screw family however employer paying living wage first place think system need overhaul personally,0
1090,found seller selling signed cd collection affordable price like kalau beli cd resellers rn confirm harga rm beli halsey cant love want power signed jonas brother happiness begin signed,2
1091,hitting hurt goin name ill let dad know hate motorcycle tweet yr kind leave nothing hate legacy pity go insult help feel like man,0
1092,love muledonkeyhorse laugh lol,2
1093,get runner behind opposition last line defense love guy thomas partey,2
1094,student fun classifying angle hand activity math,2
